body,emotion
What does the alert do?,0.0
I think this should be moved up in scope to the closure. This div is created for every mousemove.,1.0
"It is, but  is supposed to return a string that can be used to recreate the object, so it should use the same name.",1.0
"Nice style,  I was also trying to mimc the wording of the API docs (did you help write those?)",1.0
I agree about magic. :),1.0
"is not in the shipped 

we'll need @fabianp one more time for windows :)",1.0
"That would be fine. Although, I like this better: ""When assigned an empty , it is assumed that the system default temporary directory should be used. Empty by default.""",1.0
"This leaks.  
Typically I would name this variable left.
",1.0
"Similar to , this code could probably benefit from a nice DSL. But in the code below you will be able to see how my generalized world objects are meant to be used. The  reflects the layout of the world 
used in Practic",1.0
"Ok. I thought include was a control (it's always called as a function, so where do we draw that line).",0.0
think this comment is out of date,1.0
"I think this could be simplified a little:

",1.0
"might have been while working on it, removing",1.0
Is this github being stupid?,0.0
"I know, but PHP does allow it :)
I asked @docb22 about this way of hiding things from interface and he is ok with it.",1.0
"Hmm, although for that last example it's a little tough because of the  tag getting injected... if you escape it late you'll break the angle brackts.  So maybe in it's best to make sure item and query are ",1.0
"Ya, it's a bit of a hack.  This function is only used on the search page right now.  I need to perform those checks, so maybe I could move it into a search helper, so it's not considered a base helper.",1.0
i had no idea i added white spaces,0.0
"Yes, I know. But I recalled a rule on that, but obviously I'm way ahead off everyone with the coding guidelines that I've got in mind ;) :P",0.0
can we default valgrind to being on?,1.0
Does this behave itself properly with multi-line headers? (What does do with them?),0.0
Revert this.  This is due to them adjusting their ticklag.,1.0
Most probably you need to use. Please check man 5 ebuild for that.,1.0
"What I commented in the wrong commit last time, also applies here, this is a bunch of very magic numbers, could you document them?",0.0
This should be enclosed in IF since you are allowing NULL and it will override the default name.,0.0
Let's do this. Can you reorganize them with your settings and send me (via email) your order of imports and i'll adjust for future,1.0
"OK, I was not clear enough, sorry.  In any case, there is no clear solution in sight.  My only guess is that packaging should address some case considered to be ""most usual"", like maybe Python 2, and 
not running Mac OS.  For anything else, Pymacs should b",0.0
"Yeah, this needent block merge",1.0
"I'd just replace this with two calls to . Less code, easier to read. :-)",1.0
"This is about as simple of an object as you can imagine, but it's mostly because I didn't really add any abstraction at all. It probably can be the home of more interesting level specific logic later.",1.0
this use statement is useless. The class is already in the same namespace.,0.0
Convention is that variables starting with an underscore are private. Obviously nothing enforces that. And note also the existence of properties.,1.0
You might want to fix that :P,1.0
"I'm not sure if anything in this method is necessary. The reason I do this with is because I need to convert between different formats (say, a date like '01/2012' to an date format.) So this is there I 
would do that transformati",1.0
Let's skip this and move to CLI directly... ,1.0
"I considered this, that would make us repeat the console  ""undefined"" condition in each line.",0.0
"I don't think this is correct. If I'm looking at it right, it would default enabled to FALSE if does not exist",0.0
"Removing the else clause here causes the scan for parent blocks to recursively scan inside of 'block' nodes as well as other nodes. This was the only change required to fix the nested block definitions 
in inheritance bug (#60).",1.0
"I think you want  here, since there could be any amount of whitespace before/after the ""=""",1.0
I think this line is too long.,0.0
"no need to change this, the if statement you changed applies to PEAR coding standard",1.0
"sam, what is going on with?",0.0
It should actually be possible with the compromise of losing access to the  stuff :),1.0
Don't use Ruby 1.9-style hashes here. We want to preserve compatibility with Ruby 1.8. It's best to run the tests with both Rubies before pushing.,1.0
please use names for variables,1.0
"I understand that the block nesting changes as part of the change in behavior. What I am requesting is that indentation of code lines be left untouched wherever possible, even if that no longer 
matches block nesting. In other words",1.0
"Yeah, I need to clean up some of the unused code.  Sorry. ",0.0
"As I've said in another comment, getting actually parses the JSON string, so it's just an optimisation parsing it just once, instead for each getter. I'm not sure what, if any, the performance impact 
would be to do it the normal way.",1.0
Can you refactor this to use a service instead? Suggesting people to use  in controllers is not really the coolest thing :),0.0
"This part isn't Rails-dependent, so I'd prefer to keep this here.",0.0
"There are just 4 points here, so the square isn't being closed. If you add  as the last element in the path, it will auto-close the shape (and make the starting/ending vertex look better than if you just 
repeated the first coordinate)",1.0
Did you mean to add an assertion for this in the test?,1.0
Defining arrays like this does not allow fast indexing (this was true in cython <0.16; I'm not sure if it's been fixed that since then). ,0.0
"I believe this expression would be easier to understand: it reduces to one level of parens and drops the confusing and  

",1.0
"The data is transparently sent as multiple packets by tcp, but they're reassembled into a stream when they're received so this interaction between the two layers isn't usually seen by the receiver unless 
it's on a slow link with high packet loss and/or hi",1.0
"I thought ""maybe it's a bug' referred to application code, not the language itself.

I agree that bugs in the language itself are extremely rare.

Sent from my iPhone",1.0
"Turns out I needed to remove this when I got rid of the Future, that's all it was used by.",1.0
"No need for a ""."". not a sentence",1.0
Should have been removed from the repository,0.0
Might steal the phpbb git hook that prevents whitespace from being commited and then fix all titania whitespace at some point.,1.0
"When I wrote this, I still had implementing. I did it this way because doesn't have a reference to the session, so it would have no way to determine the setting for.

Also, it di",1.0
Cool.  I still think it might make sense to offer a bulk API in the  server to reduce this thing down to a single .  But I'm ok to merge it as-is.,1.0
Is this really necessary? BTW does not merge with trunk.,0.0
"Needs to RAUP -- see 

make sure we have test coverage for this

joe",1.0
"I don't know, but wouldn't it be better to let the Thread sleep for a short period if the service isn't available? Or will this block something? Don't know how long it normally takes until the service is 
available normally. Maybe it could also be interest",1.0
"I'd like to add Travis CI to this project for running the tests, too, but that can come in a future enhancement.",1.0
MIssing space between  and first letter of comment,1.0
"There could be  events, although they're being thrown away anyway...",0.0
"this will be the first 'goto' in the source tree..  I don't want 'goto' in the main codebase though, tests are ok if you insist :P",0.0
"Yes, it should be within check. ",1.0
This awkward code is a sign that some object similar to  should exist for aggregating regions.,1.0
"It is usefull for raw cell, where you can start on .
End, I'm not sure. 
",0.0
Send this one to death in the molten lava at the centre of the earth too :),0.0
"Revert this line, mine old version was a more compact way of doing it.",0.0
"NPC casting it (seems dumb, but people DO dumb stuff) -> bang crash.

Add this to

",0.0
"Instead of a lookup here, you could have a var in the closure to flag ifwas already added to the DOM.",1.0
Kill this log line. (And: typo.),0.0
Create the query as a variable and pass it to method call.,1.0
"It would be nice if one could change rc params even after the initial import, but I'm not even sure any of the other backends support this.",0.0
"couldn't we instead do:

Then I think you can make immutable and public, and you can also remove the other methods below.  What do you think?",1.0
"you're right, I forgot them. fixed",1.0
This is the pattern I typically use. The reused pid case should be extremely unlikely. It'd have to be a long running process to really cause problems.,1.0
"yes, i think i was testing something and didn't revert the change to.",0.0
" is if the user associated with conn is in room x, not if nickname is in room",0.0
"Timothy Warren wrote:

URI string.  The default setting of 'AUTO' works for most servers.
If your links do not seem to work, try one of the other delicious flavors:
",1.0
"Thats from the older version Phil. I just copy/paste this xml, and only tweak the test directory, since CI did not have some generator :) . I think we need some console interface, to auto-generate the 
file, based by what dev want t",1.0
"If you want I can change it back to setting each property individually but I've avoided this as each setting parses the JSON string into an object, sets the property on that object and then stringifies it 
again. This probably isn't really a performance is",1.0
"Adding these acceptance tests was a mixed blessing. On the one hand, it is a very rigorous test because it verifies the ability to play through an entire game using the same inputs as a player would 
enter. On the other hand, it is extremely fragile code a",0.0
These will just cause silly export errors. Let's remove 'em.,0.0
"Just before this line, I've forgot this:",0.0
"Yes, good to move this in line",1.0
since that is the end of the test I dont see the value of doing that. If someone doesnt read the code properly it till could be seen as using the same directory even though it changed.,0.0
I also have same question as @HosipLan ,1.0
"Sorry to be picky, could you please fix spelling in this comment (exist is misspelled exsist) and add a space after a # :) thx.",1.0
"Maybe I'm missing something here, but as far as I can see, we're not able to use  here because:

1) these proxies have to be defined in the object's singleton class, so each decorator has its own proxies (which is obvious because defining meth",0.0
you want more DSL syntax in-between?,1.0
 already checks for the  header. Should I move that here?,0.0
What a weird keyword...,0.0
"Why do we need here ?

if has an url, it can't be a dropdown,

for me the category is a link or a dropdown but can't be both  so we could write it this way :",0.0
Change this number if you want to specify a different minimum width for the images,1.0
"I can live without it, but you might be asked for this again in future if a customer asks for a simplified offline install mechanism (ie., w/o having to unpack the larger zip). 

Can you let me know when the new update sites are available, eg.:
",1.0
can we use the async test for this now that we support the most recent version of qUnit?,1.0
"I don't sure, that this a good idea. If we do this, we will must to split loop over $propertyAnnotations on two parts: first for ""real"" properties and second - for virtual. IMHO, it's bad.
By the way, (I know, it's implicitly, but) methods can not  to ha",1.0
Makes only sense if the list is sorted at some time? I don't think that's needed for coordinate descent.,1.0
Is there and advantage to using  over ,0.0
">The problem is that there is currently no way in libgit2 that I'm awere of which can give us the target of the note (nothing comparable to git_tag_target_oid if you prefer).

You could pass the Id of the object being aspected to the  ctor and use",1.0
"Ah, I think you're right. I think I added it to the , but then never actually git rm'd the file. This is probably fine then, since there are the and files still in the repo for examples.",1.0
"Probably don't want to leave code in that is commented out... In future months you'd wonder if it wasn't valid, or wasn't completed.",1.0
Tried changing method signature to  but got strict notice: Declaration of should be compatible with that of ,0.0
I don't think forcing to use the stacktrace is a good idea. It should be configurable in the constructor,1.0
Why don't you re-use here?,0.0
"There are five other instances in this file of the URL being quoted and relative to the current file rather than unquoted and relative to the base. I like the change made here, but please make it 
everywhere else as well. Consistency is important.",1.0
"The thing is that I had the 00000+ problem after enabling the sharing feature in the plugin, while I had never ever faced it before without the sharing option.

That is why I thought about creating a test for the specific scenario where I found the prob",1.0
"Again, are these placeholders for functionality that should be added?",0.0
"Perfecto.

Sent from my iPhone",1.0
"What tests are using , , and ? I grepped and didn't find any.",0.0
"Use statements instead of this. Also, we should probably rely on ",1.0
"I should be capable of providing my own instance. What if the listener requires something other, like services? ",0.0
"Ideally this should be based on the editor mode, since the file extension -> language mapping will be under the user's control.  For now, could we spin off a cleanup bug or add this as a bullet in  the 
file-extension user story?",1.0
"The property was changed so it could be updated after the polygon's inner and outer rings were joined. Once that code is refactored and decoupled from the shapefile project, this will go back to 
being immutable.",1.0
I don't see a Promise here... is this comment vestigial?  (Same goes for,0.0
Is this still on the page?!,0.0
Can you add a bit about why someone would use this rather than the one that actually takes Class?,1.0
Why does this exist?,1.0
If a user wants to create just a spell they use this method. If they want to do more then they should be able to make a plugin that accesses everything.,1.0
Please add original test case that is in bugzilla.,1.0
They are from the disassembly of EMI. Would just adding a comment saying that suffice? The numbers seem to pretty much be magic to me.,0.0
I'm not sure what's going on here...,0.0
"Secretly non-optional positional arguments smell pretty bad to me.



since it's not optional and has a name.",0.0
" can trigger side-effects (i.e., lazy typechecking), you should wrap this in a, i.e.,  with ",1.0
Let's add a link to ,1.0
"Thought about that too, but settled on using , that is:  (GWT compile), but.

I don't like having to duplicate those dependencies.",0.0
 docstring and interactive form are transposed.,1.0
the try-catch block is pointless since you rethrow everything. just remove it,0.0
Done (added the codename to the error message for easier diagnosis).,1.0
"That was already there, I just moved that line. Baby steps :P",1.0
"This whole tool is a huge hack, and required tons of trial and error with mostly undocumented Ray functionality. However, it does seem to allow us to simulate a player pressing the WASD keys in an 
attempt to reach a certain position in the world, which al",0.0
Done! (I've also removed some old Debug code that was lying around for a long time... heh),1.0
" is a bit of a readability loss by clients of the lib.
",1.0
This file is now deleted. Now there is only one flag file.,1.0
why is this changing?,0.0
"Not sure why seperate were here in the first place, but if its a dependency, there's no need to also list it as a.",1.0
"I would suggest the bag approach and moving the documentation down to here.  There are so many args to that I think it's actually easier to read code creating a bag than to try to figure out the 
meanings of an unlabeled arg list just by ",1.0
"Yes, maybe it should be changed to have a  function.",1.0
"ok, third times the charm, then I shut up.  Being a crypto idiot, this coule be the exponent of the payload, it could be an expiration date.  Now I'm done harping on this.",0.0
"hmm, any chance that this will fail with an infinite loop?",0.0
I think a different method name would make the intention here more clear...maybe ?,0.0
prolly should update the description for the new functionality ,1.0
thanks! I removed the puts in commit,1.0
"The always sync or always async rule? I guess I'd say it is always sync in the lexical scope of Future and always async in the lexical scope of the app. (Again, app just means ""not Future internals"".)

Or more precisely, from the perspective of the app ",1.0
"The Args class does not expose its internal hash. So I can either subclass Args and have a, or I can modify the Args class to expose it internal map. Or, I could add an  method to Args that uses the 
above logic, basi",1.0
2 lines here as well.,1.0
"Just a test, can you receive this? ",1.0
"see, I told you... now 2 ""typos"" any other comment about this pull request?",0.0
"@jpoyau, @wegrata 

While conceptually that makes sense, I'm not sure it will work much better. The db that comes into the handle function is too specific; ie , and it needs to be saved in ",1.0
"I guess it could be an unapply, but it should rather return an Either. then use fold in line 176. 

The match  uses the , then  of the case class.",1.0
"@stof find is required here because you always point to a type that is an actual doctrine entity class. 
Also, deserializing sets the valid directly, which does not load the proxy (if I use instead), which leads to weird situations.",0.0
"You don't need to use the method any more, so this line can be deleted together with the method itself.
WebDriver unlike, Selenium RC uses.
But if the pages still take some time to load, you can always use WebDriverWa",1.0
"I think most of them are references.  I was working on a way to just have to supply the ones that are not in the pattern: as a codename.  In a lot of places, the is more convenient to use than the name 
anyway, and this is a ver",1.0
Seems to be worthwhile doing.  It appears that there were a few dangling references to this class that weren't really valid anymore.,1.0
"Why add all files in directory? 
It looks to me, (after reading the man pages quickly) as if can monitor the directory directly.
You're not returning the events anyway, but if you monitor the directory, you can still find out which fil",1.0
I'd like to introduce you to  :),1.0
"argh, you're right, that's one of the differences between this version and ours -- i'll fix.",0.0
"would be helpful if we turned the above 3 lines into a little ""new"" helper function to be used here and internally by ",1.0
I like the thought.,1.0
Cool I'll change that up.,1.0
"Sorry for not having much of substance to add, but with this one, i think you've completed of possible indentations and spacing for if statements in a single file ;-)",0.0
"No need to save the user here, we only needed to test the one assert.",1.0
"I think it's cleaner now.

RESOLVED",1.0
"I don't really get what's the point, by default is highlighted,
anyway, the code seems to work.",0.0
I don't understand why is being used here.  Could you explain this?,0.0
oh sorry ... my emacs does that for me :),0.0
that doesn't look right,0.0
"I'm inclined to dislike this given that we're not only testing our code, we're testing Google Maps...",0.0
"Sorry, I forgot to account for that.
Pushed fix here: ",0.0
I'm not sure that I like doing this via a method. Why not just mix in all the proxies when we include the module?,1.0
"Ok, didn't think about the local use case, but in that case one's env is already setup by rvm when running from command line - this script is really only needed for running rubber from cron.

If you can get things to work without forcing upgrade, go for",1.0
File was created in 2011.,1.0
"I think this is another point in favor of my original true/false method. You're using numbers and numeric tests which is still bastardizing types just like using true/false (not you personally, but 
proponents of 0/1). While I claim true/false is much more",0.0
"A vector is not necessary. Please remove it.

This code converts the data twice. First, the incoming string is converted to a (which only requires a , btw), and then the vector is converted to JSON format. Please update code to conv",0.0
You are right about this one. Your approach before was much better.,1.0
Shouldn't this be called ???,0.0
wouldn't it be better to do an  check on the  to see if has been added before?,1.0
"The package name should be in the params file, even if it's the same on all the platforms we currently support. This will make any future porting to other platforms a little bit easier.",1.0
"Sorry, ""working in the same line of work"" is redundant (uses ""work"" twice) and too broad. ",0.0
"Can you add a little bit of description (comments are fine) as to why the outcome of each test is as you expect?  i.e. ""should fail"" because authoritative and attribute not reachable, should decline 
because not authoritative and not reachable, etc. so the",1.0
"If that's the case, we're going to have problems anyway because I'm pretty sure Ubuntu 12.04 switched to Ruby 1.9.",1.0
The cache bundle should use the 2.0.* branch,1.0
"Quickly reading the code I'm unsure if we already support the aliased class names. Do we support this here?
Also, why reassigning the from class name is necessary? It doesn't make any sense to me.
This is a clear situation where we lack of a comment here.",0.0
"
Just push commits to your branch, no need for new PR.",0.0
"Carlos, if throws, then that channel won't be registered right? I am not sure how it will give you a leak of objects, on the sockets already registered with the selector. ",0.0
"No problem, I'll update them.",1.0
"I also meant to ask if updating the file to include the was necessary/desired in addition to the hash, hadn't heard differently. I'd imagine the sets up a fresh install while the migrations handle the 
upgrade...",0.0
Also removed (all of them).,1.0
why a at the top level? it's already in ,1.0
"All I did was move it down a bit. Since the code now handles null arrival points by placing you within the target port at a position calculated to correspond to your current position within the sending 
port, the previous error message that was in the if b",1.0
"Keep me updated should you encounter any issue, please.",1.0
"The above change where becomes , but it must be right.  Seems like an odd move, but I think I remember now.",1.0
"author of jschannel is a doofus, he shoulda taken a page from vows, perhaps.",0.0
"You're grabbing same element 2 times. One for isset and the second for.
You could try to simplify your logic by moving the outside of IF scope and doing the isset out too. That would also allow you to inline the control structu",1.0
"I'd also remove the ""FSM"" from the name, as that's implementation detail leaking through.",1.0
"This seems like something leftover from a bad idea.  I'll see if it is referenced anymore.  Not used, I took it out.",0.0
I get this now -- ignore me :). ,0.0
What is the impact of removing the headers param?,0.0
"Sorry, I forgot about responding to this - I've added a commit that deals with that now.  Thanks for the feedback...",0.0
"Would be nice to factor this out into its own method allowing you to write a unit test for it.
",1.0
"Oh, wow. Lots of little distros based around arch. ",1.0
"Is not an array, was converted to Position struct",0.0
This method should be rename to ?,0.0
"much prefer  for the style.
to me it looks wrong to put  with the value you're comparing to on the left side ",0.0
"Thanks, I'll add the check.",1.0
"Thanks!
",1.0
Get rid of the first 'gist' here?,0.0
"I'd rather not add any more setter methods to Boomslang; having them in the first place was a mistake.

Ideally, what the caller should be doing is something like the following:



You can make this work",0.0
Pull down on to next line for consistency,1.0
"Don't rely on ShrinkWrap View type, check ending instead. the Type could be anything, the is what the container understand.

related, ",1.0
"Which is why  must be given a name distinguished by the name of the slave node, as you did. That is not true for , which is what I commented on. I.e.:

",1.0
you reverted them the wrong way,0.0
"Yep!

Emailing from my iPhone 4S like a BOSS!",1.0
"if you want to log anything, we should probably use a Log instance",1.0
"That might make sense, sure.  It won't be sourced unless that symlink is in place.",1.0
"Nice! I knew there had to be a better way. That's awesome array support. :-D

Just looked up shuffle. Basically it shuffles and since there are only two it would be them in 1 and 2. If there were 3 in the array, would it throw an error or just stuff ",1.0
"That is fine, please comment that after you pull. It would be difficult to
comment that section on my fork as we build that artifact.

On another note, I've seen a few posts where people are interested to
contribute to Finagle but are confused about s",1.0
"At first I wanted to do as key, mode as value but it is not possible. 
if we want someday, multiple for one mode (who knows ?)  the only way I saw was list of.

",0.0
"Don't know...I was trying to not modify the existing behavior as much as possible. I've never been very clear on what that dictionary is used for, and wasn't sure if it was OK to ""merge"" the dictionaries 
from two different artist's contains method.  (I kn",0.0
Good thing the Meet & Discuss position isn't called the Meet'n'Discuss position. LOL what a fail.,1.0
"I know of no easy/automated way.
",0.0
Mostly resolved now.  Some additional bugs fixed.,1.0
Should year be first?,1.0
What is the alert?,0.0
I think it'd be helpful to have a comment here saying what the type of  is.  It took me a while skipping around the file to figure it out.,1.0
"If you're deregistering a range of codes, it calls once per code, unlike during registration, where it updates the dict once per code, but calls just once for the range.",1.0
C++11 allows you to specify the underlying type so you should be able to make it unsigned that way.,1.0
"My first idea was to define a tuple type and  instead of . This operator I would have used for both transition and merge. However, I found working with tuple types less convenient than just having each 
field as an individual argument of ",1.0
"change to, (this is not perl), and.",1.0
A double no. Just used it as a misconfiguration guard.,0.0
"braces aren't necessary for single line conditionals (if I haven't mentioned in the past, I tend to follow quite closely to Qt's code styling guidelines) - but again, more nitpickery that isn't necessary to fix",0.0
Style (commas should be followed by a space),0.0
now in in ,1.0
"The value in the exception message should be received, not .  Another spot I missed when I converted to an array of chunks. 

I see -- the  call still worked because it was always asking for more than remained. ",0.0
"we need to disable the cache while this runs, to avoid a nasty bug

also, we should resave them all AFTER, to
1) be sure it fixed the bug
2) retrigger all the caching we didn't allow to happen",1.0
"but it isn't an internal server error, which is what a 500 response indicates to my knowledge. Whenever I've seen an 500 error, it typically indicates some kind of server fault.

Is there a precedent for this, or a reason I should change it? I could sen",0.0
"What happens when the user sets only one of shadow color or shadow offset?  Should we have some default values for these? If both are needed, we should only call when both are present.",0.0
"I'm not sure of the sequence of events here... when does this happen?  I was thinking  gets called on every keystroke, and that method always ensures is set to a plugin that matches for the current 
query.",0.0
"stuff comes last, right?",0.0
"does this method return a query builder ? If yes, it should be renamed as it is rather confusing: it has the same name than Doctrine's magical method returning an array",1.0
"Is this valuable output? I can see how it would be useful if there are problems, but it's noisy for normal usage.",0.0
"Should this method belong in ?
",0.0
"Also, this is not enough. If MX record does not exist, SMTP fails back to A (or AAAA) records. So check  is also need. So four checks should be done:

* 
* IDNA version of ",0.0
What has been changed here? whitespace?,1.0
"Or this, which is just as cool:

",1.0
This method is probably unnecessary (see comment in ).,0.0
That part is now done.,1.0
"Yes, both are working now. Neither were working until I changed them.",1.0
"Because there *is* a possibility for floating point precision errors, I do rejection sampling and generate a new point if it is not in the distance range. This is messy business, and is possibly a sign of a 
bad model. The problem is that the borders betwe",1.0
same as for. should be renamed  imo . (can be prefixed by  eventually.,1.0
"Here using  is just an optimization, you're right it's fine to remove it here.

But  doesn't exist because of this, this is just the one place where it's used when we already have an app executor. So it's also the one",1.0
"Good catch, I'll fix the debug message in #48.",1.0
"Fixed in source - sorry, the comment can be deleted.",0.0
"Nevermind, you're using , which is a static string. I blame the long day.",0.0
Also the +16 appears to be assuming that the average size of the filename part of an is 16 bytes?,0.0
"I attempted to get rid of this, but there are clearly dependencies.  What I intended for this is that it would be 'automatic', generated if necessary when you assemble all your packs with the core and 
deploy.",1.0
"Three ways? and , 2*2=4.

Besides, is it necessary to support *both* password and oauth token?",0.0
"well this is another reason that putting some of the dirty source map logic into makes sense, because so much of what it needs to know is in there, including the indent character count.  asks all its s 
for s",1.0
"even if this code is not part of the changes, it is not safe. This uses string concatenation to set the ids, not a query parameter.  you should be writing are ava",1.0
"Technically yes, but since  I think this clarification is needed. :-(",0.0
Isn't the above  @ line 87 a duplicate of what's at line 81 just with a different scope?,1.0
"Can we do something like:

So that end users can set it via a dropdown on the page? Like pastedance does.",1.0
"For all these function args, we should document the expected signature.  E.g. for filter:  (also, I think Closure is picky about the 'f' being lowercase)",1.0
"isn't there a nicer way of doing this? I think I understand why you are doing it, but I'm not sure about this.

Also please can we delete rather than comment out functions.",0.0
"Still prefer to keep it simple, especially since the logic for how the revision to update to is calculated may well change as a result of other issues & pull requests, such as support for bookmarks, tags, 
explicit changesets, subrepos, etc. If there is an",1.0
"This line doesn't seem to have any effect: even after hitting Enter, the full line is selected (from the call in below).",1.0
"Same as above, use  here",1.0
"I understand that they work fine, was suggesting that both be the same for consistency. Guess we can't take out of api call anyways since web uses that now.",0.0
I think we still need this for some use cases (I know I had some) - or should it be an argument to  ?,1.0
"I felt this test need to be re-written to actually test against a real adjustment, but everything was so mocked out I wasn't sure how to best rewrite the test.  Opted to just prevent the test from breaking 
instead.",0.0
"Nit: There are some blank lines preceeding the end ""}""s in this file",1.0
This should be encoded in the Open state and not in the breaker,1.0
"The  does not return an ending slash ? 

Without ; at the end of the line",1.0
Lets the Application override this method to provide its own Helper. ,1.0
Just return a here. ,1.0
Let me rephrase that...it won't raise from the pyapns server.,1.0
"Can't we just check for existence of arguments in the setters (e.g. ), and use them as getters if none are passed? So jQuery style.
Not the prettiest API, but in my opinion better than : It uses UK english, which is consistent wit",1.0
Is this else needed?,0.0
"Good catch, the default should be True.",1.0
Could you call this something more descriptive? Perhaps ?,1.0
"We need to not have  or  anywhere in queries, especially since this code is completely open to be seen, it's a security risk.

This data needs to be validated.

It happens a bunch of times on this page, as well as `pages/a",0.0
"The  and  handlers have different third argument. It is a minor difference in this case, but I would still like to keep this explicit for now. When it comes time to adding more verbs, I'll be able to refactor 
:)",1.0
"Whops, sorry. The refactor is necessary, but I mean, those lines:



These seem to be",0.0
"Avoid importing the implementation, see comment below",1.0
"This needs a bit of work, it'd benefit from being dried out a bit, since creating audio and video elements is a very similar process. Also needs to have checks for undefined values.",0.0
you should add the empty line before the return statements,1.0
A bit fragile. I will try to solve the reported bug differently.,1.0
Remove the extra space between variable name and unary operator .,1.0
It should be in  - It was never tested and may never be used if I don't need to save a physical page in order for the iframe to pull it in.,1.0
Will  be unset in the exec'ed perl code later on?,0.0
Session will be problematic unless it will play well with the existing Session model class that is more or less implicit.  And I agree with # 4 and that it needs a better home.,1.0
True but we haven't yet. ,1.0
Why do you prefer an internal import to a bottom import?,1.0
Good catch. Done!,1.0
ouch.  that's embarassing ... will do.,0.0
Heh I just curl'ed this down from the original source dude (and changed the asset path of course).,1.0
"I think  is better indeed...
 is good too.",1.0
As explained here: ,1.0
"Please learn the alphabet, s is before t. Yep. :)",0.0
What about test cases that might come after this one?,0.0
"Oh, of course, because you added another function, yes it goes in yet another level when you have another child. That's an annoying inconsistency that still remains in the code formatting, maybe we'll 
decide to always indent at that level whether there's ",1.0
Not exactly sure why. Probably I was trying to make it work and it was a way to make it work on my Ubuntu,0.0
"An alternative to throwing the would be to allow the, but use default values here for the checked, unchecked, and hidden element values if the element is not of type.",1.0
wasn't immediately apparent that itself handles delegation chains.  but it does.  great.,1.0
I wrote a [blog post] about this once.  ,1.0
"this won't work most likely. consider appPath . how about 

",1.0
"Fixed it in the next push.
reused dir
",1.0
"is set to true.  If we use the turns to false, however if we read the stream piece by piece with Read it retains the value.",1.0
I don't like all the WagbotID business.  maybe just an (in Session class).  do...,0.0
"The callers of this check truthiness, so trying to go to line 1 (return value 0) will be ignored.  Callers could explicitly check for undefined (or isNaN) instead.",0.0
"This stuff makes the comment above it not make sense, just switch them around.",0.0
"As mentioned in the general discussion for the pull, this is no good; we still want  when cloning. It is true that  does not work, since the tag changeset is not part of the repo in that case",0.0
use i18n for these.,1.0
This slot needs a better name. Something like  or something.,1.0
"and only apply to the real properties, we should probably move them into the loop above.",1.0
"This channel should be buffered, so the instance monitor doesn't have to wait for the listener to read from the channel before continuing.

Actually, this opens up a vulnerability (not a security vulnerability, but a deadlock vulnerability). If the person",1.0
"> Theis also needed in the basic use case (Simple, one alpha fit with ElasticNet)

Why? I don't understand. All we need is to learn the coefficients.",0.0
This doesn't need to be a function we only access it once,0.0
I would default to an empty array here if it doesn't exist,1.0
It'd be better to use  here. This is because present will return True even if the element can't be seen to the user! Which is not very useful in this case.,1.0
"Nitpicky is good, makes the code better :-)

I'd say don't merge yet, tomorrow I'll try to improve the performance a
little and fix the tests. I'm not sure about the dateutil, though...
",1.0
"If it weren't for floating point rounding errors, this point would be guaranteed to be within the  from (0,0).",1.0
wouldn't it be readable this way?,1.0
"Ah, is this the place where the question about one from once class overwriting an from another class came from?

That's right. You'll get ""Kitchen goes into the Kitchen"" here, this way :)

Instead maybe you want something m",1.0
Consider starting with just  and adding more specific stuff like  and  after you've demonstrated an actual need.,0.0
please add the tags for proper javadoc formatting,1.0
"I don't see where ""config"" is coming from, am I just blind?",0.0
"I agree lists are easier to manipulate but in case of duplicates it might cause unexpected results.
I think the API should be strict as it is low level stuff. Not being strict might hide some errors. Don't you think?",1.0
Ahh the Obj-C naming conventions...,1.0
"Maybe would make more sense than

Add to the top of file : 

if becomes unless",1.0
I was thinking perhaps we need a Grunt task for this.,1.0
"Better to make the diff not touch any more lines than it absolutely has to, so it can be more easily reviewed and is less likely to conflict with other changes. I _think_ you are only really changing a 
couple things here but it is hard to see that. (OK fo",1.0
"I don't think we actually use many of these, do we?",1.0
It would give a null error - would not actually be initialized.  ,1.0
Same for .,1.0
 doesn't take any arguments so can you remove ,1.0
"So does this actually work? Even if doesn't find anything, it still returns a non-null/non-undefined thing...",0.0
"This will throw an exception for the following:

I think that  should behave like  in unix system",1.0
"This part of the test is removed, since we can't compare it. Should be enough in the compiler tests, though.",1.0
typo. Will leave it as you say.,1.0
We should allow all events if the set is empty.  Maybe make a predicate method: ,1.0
"Yes, it is not required but rather just a nice to have. It is just useful to put there whenever we do a  so that pry would be included and can easily be used within irb. Will remove if need be.",1.0
"I've been reluctant to add api-specific tokens to scribe, this is falls out of the scope of the library.",0.0
"
The magic underscore is noisy.",0.0
"Again, perhaps deprecation worthy?",1.0
With Glenn's work for JS inline editors we can. I was keeping this around to get the context around the regex results. I'll remove it.,1.0
This could repeat the twice in the title. ,1.0
"@skaes maybe we could just wrap the old code in:

   ",1.0
Shouldn't that line go into the else above as well?,0.0
"yea, but what does it _mean_ ? that'st he question",0.0
Can you fix these? Check which one to use from looking at the original strings (here in Github),1.0
"shhh, i hate putting CSS in the HTML but I don't see any other good option here :-)",0.0
"If you have two of the same selector in a file, I think this would only let you select the first one.  Seems like some work to fix, though, so if you want to spin this off as a bug I'm ok with that (just let 
me know when you've filed it).",1.0
